sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,label
0.0137,0.0235,0.0078,0.0078,0.0039,0
0.0127,0.0235,0.0068,0.0068,0.0039,0
0.0137,0.0225,0.0068,0.0078,0.0039,0
0.0137,0.0235,0.0068,0.0059,0.0039,0
0.0137,0.0235,0.0068,0.0068,0.0039,0
0.0137,0.0215,0.0059,0.0068,0.0049,0
0.0137,0.0215,0.0059,0.0078,0.0039,0
0.0127,0.0225,0.0068,0.0078,0.0039,0
0.0137,0.0215,0.0068,0.0078,0.0039,0
0.0127,0.0215,0.0059,0.0088,0.0039,0
0.0127,0.0215,0.0039,0.0088,0.0039,0
0.0127,0.0196,0.0049,0.0088,0.0039,0
0.0127,0.0205,0.0059,0.0078,0.0039,0
0.0137,0.0196,0.0059,0.0078,0.0029,0
0.0127,0.0196,0.0059,0.0078,0.0029,0
0.0127,0.0186,0.0059,0.0078,0.0029,0
0.0127,0.0186,0.0059,0.0088,0.0029,0
0.0127,0.0196,0.0068,0.0088,0.0029,0
0.0117,0.0196,0.0078,0.0098,0.0029,0
0.0117,0.0186,0.0068,0.0088,0.0029,0
0.0127,0.0186,0.0088,0.0098,0.0029,0
0.0117,0.0196,0.0088,0.0098,0.0039,0
0.0127,0.0186,0.0088,0.0108,0.0029,0
0.0117,0.0186,0.0068,0.0078,0.0049,0
0.0117,0.0196,0.0078,0.0078,0.0059,0
0.0108,0.0196,0.0068,0.0068,0.0049,0
0.0098,0.0196,0.0068,0.0059,0.0059,0
